Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type
CL0007335,C0182830,V0182830,10000,07-03-2025,1
CL0007336,C0182831,V0182831,10000,07-03-2025,1
CL0007337,C0182832,V0182832,10000,07-03-2025,1
CL0007338,C0182833,V0182833,10000,07-03-2025,1
CL0007339,C0182834,V0182834,10000,07-03-2025,1
CL0007340,C0182835,V0182835,10000,07-03-2025,1
CL0007341,C0182836,V0182836,10000,07-03-2025,1
CL0007342,C0182837,V0182837,10000,07-03-2025,1
CL0007343,C0182838,V0182838,10000,07-03-2025,1
CL0007344,C0182839,V0182839,10000,07-03-2025,1
CL0007345,C0182840,V0182840,10000,07-03-2025,1
CL0007346,C0182841,V0182841,10000,07-03-2025,1
CL0007347,C0182842,V0182842,10000,07-03-2025,1
CL0007348,C0182843,V0182843,10000,07-03-2025,1
CL0007349,C0182844,V0182844,10000,07-03-2025,1
CL0007350,C0182845,V0182845,10000,07-03-2025,1
CL0007351,C0182846,V0182846,10000,07-03-2025,1
CL0007352,C0182847,V0182847,10000,07-03-2025,1
CL0007353,C0182848,V0182848,10000,07-03-2025,1
CL0007354,C0182849,V0182849,10000,07-03-2025,1
CL0007355,C0182850,V0182850,10000,07-03-2025,1
CL0007356,C0182851,V0182851,10000,07-03-2025,1
CL0007357,C0182852,V0182852,10000,07-03-2025,1
CL0007358,C0182853,V0182853,10000,07-03-2025,1
CL0007359,C0182854,V0182854,10000,07-03-2025,1
CL0007360,C0182855,V0182855,10000,07-03-2025,1
CL0007361,C0182856,V0182856,10000,07-03-2025,1
CL0007362,C0182857,V0182857,10000,07-03-2025,1
CL0007363,C0182858,V0182858,10000,07-03-2025,1
CL0007364,C0182859,V0182859,10000,07-03-2025,1
CL0007365,C0182860,V0182860,10000,07-03-2025,1
CL0007366,C0182861,V0182861,10000,07-03-2025,1
CL0007367,C0182862,V0182862,10000,07-03-2025,1
CL0007368,C0182863,V0182863,10000,07-03-2025,1
CL0007369,C0182864,V0182864,10000,07-03-2025,1
CL0007370,C0182865,V0182865,10000,07-03-2025,1
CL0007371,C0182866,V0182866,10000,07-03-2025,1
CL0007372,C0182867,V0182867,10000,07-03-2025,1
CL0007373,C0182868,V0182868,10000,07-03-2025,1
CL0007374,C0182869,V0182869,10000,07-03-2025,1
CL0007375,C0182870,V0182870,10000,07-03-2025,1
CL0007376,C0182871,V0182871,10000,07-03-2025,1
CL0007377,C0182872,V0182872,10000,07-03-2025,1
CL0007378,C0182873,V0182873,10000,07-03-2025,1
CL0007379,C0182874,V0182874,10000,07-03-2025,1
CL0007380,C0182875,V0182875,10000,07-03-2025,1
CL0007381,C0182876,V0182876,10000,07-03-2025,1
CL0007382,C0182877,V0182877,10000,07-03-2025,1
CL0007383,C0182878,V0182878,10000,07-03-2025,1
CL0007384,C0199461,V0199461,10000,14-03-2025,1
CL0007385,C0199462,V0199462,10000,14-03-2025,1
CL0007386,C0199463,V0199463,10000,14-03-2025,1
CL0007387,C0199464,V0199464,10000,14-03-2025,1
CL0007388,C0199465,V0199465,10000,14-03-2025,1
CL0007389,C0199466,V0199466,10000,14-03-2025,1
CL0007390,C0199467,V0199467,10000,14-03-2025,1
CL0007391,C0199468,V0199468,10000,14-03-2025,1
CL0007392,C0199469,V0199469,10000,14-03-2025,1
CL0007393,C0199470,V0199470,10000,14-03-2025,1
CL0007394,C0199471,V0199471,10000,14-03-2025,1
CL0007395,C0199472,V0199472,10000,14-03-2025,1
CL0007396,C0199473,V0199473,10000,14-03-2025,1
CL0007397,C0199474,V0199474,10000,14-03-2025,1
CL0007398,C0199475,V0199475,10000,14-03-2025,1
CL0007399,C0199476,V0199476,10000,14-03-2025,1
CL0007400,C0199477,V0199477,10000,14-03-2025,1
CL0007401,C0199478,V0199478,10000,14-03-2025,1
CL0007402,C0199479,V0199479,10000,14-03-2025,1
CL0007403,C0199480,V0199480,10000,14-03-2025,1
CL0007404,C0199481,V0199481,10000,14-03-2025,1
CL0007405,C0199482,V0199482,10000,14-03-2025,1
CL0007406,C0199483,V0199483,10000,14-03-2025,1
CL0007407,C0199484,V0199484,10000,14-03-2025,1
CL0007408,C0199485,V0199485,10000,14-03-2025,1
CL0007409,C0199486,V0199486,10000,14-03-2025,1
CL0007410,C0199487,V0199487,10000,14-03-2025,1
CL0007411,C0199488,V0199488,10000,14-03-2025,1
CL0007412,C0199489,V0199489,10000,14-03-2025,1
CL0007413,C0199490,V0199490,10000,14-03-2025,1
CL0007414,C0199491,V0199491,10000,14-03-2025,1
CL0007415,C0199492,V0199492,10000,14-03-2025,1
CL0007416,C0199493,V0199493,10000,14-03-2025,1
CL0007417,C0199494,V0199494,10000,14-03-2025,1
CL0007418,C0199495,V0199495,10000,14-03-2025,1
CL0007419,C0199496,V0199496,10000,14-03-2025,1
CL0007420,C0199497,V0199497,10000,14-03-2025,1
CL0007421,C0199498,V0199498,10000,14-03-2025,1
CL0007422,C0199499,V0199499,10000,14-03-2025,1
CL0007423,C0199500,V0199500,10000,14-03-2025,1
CL0007424,C0199501,V0199501,10000,14-03-2025,1
CL0007425,C0199502,V0199502,10000,14-03-2025,1
CL0007426,C0199503,V0199503,10000,14-03-2025,1
CL0007427,C0199504,V0199504,10000,14-03-2025,1
CL0007428,C0199505,V0199505,10000,14-03-2025,1
CL0007429,C0199506,V0199506,10000,14-03-2025,1
CL0007430,C0199507,V0199507,10000,14-03-2025,1
CL0007431,C0199508,V0199508,10000,14-03-2025,1
CL0007432,C0199509,V0199509,10000,14-03-2025,1
CL0007433,C0199510,V0199510,10000,14-03-2025,1
CL0007434,C0199511,V0199511,10000,14-03-2025,1
CL0007435,C0199512,V0199512,10000,14-03-2025,1
CL0007436,C0199513,V0199513,10000,14-03-2025,1
CL0007437,C0199514,V0199514,10000,14-03-2025,1
CL0007438,C0199515,V0199515,10000,14-03-2025,1
CL0007439,C0199516,V0199516,10000,14-03-2025,1
CL0007440,C0199517,V0199517,10000,14-03-2025,1
CL0007441,C0199518,V0199518,10000,14-03-2025,1
CL0007442,C0199519,V0199519,10000,14-03-2025,1
CL0007443,C0199520,V0199520,10000,14-03-2025,1
CL0007444,C0199521,V0199521,10000,14-03-2025,1
CL0007445,C0199522,V0199522,10000,14-03-2025,1
CL0007446,C0199523,V0199523,10000,14-03-2025,1
CL0007447,C0199524,V0199524,10000,14-03-2025,1
CL0007448,C0199525,V0199525,10000,14-03-2025,1
CL0007449,C0199526,V0199526,10000,14-03-2025,1
CL0007450,C0199527,V0199527,10000,14-03-2025,1
CL0007451,C0199528,V0199528,10000,14-03-2025,1
CL0007452,C0199529,V0199529,10000,14-03-2025,1
CL0007453,C0199530,V0199530,10000,14-03-2025,1
CL0007454,C0199531,V0199531,10000,14-03-2025,1
CL0007455,C0199532,V0199532,10000,14-03-2025,1
CL0007456,C0199533,V0199533,10000,14-03-2025,1
CL0007457,C0199534,V0199534,10000,14-03-2025,1
CL0007458,C0199535,V0199535,10000,14-03-2025,1
CL0007459,C0199536,V0199536,10000,14-03-2025,1
CL0007460,C0199537,V0199537,10000,14-03-2025,1
CL0007461,C0199538,V0199538,10000,14-03-2025,1
CL0007462,C0199539,V0199539,10000,14-03-2025,1
CL0007463,C0199540,V0199540,10000,14-03-2025,1
CL0007464,C0199541,V0199541,10000,14-03-2025,1
CL0007465,C0199542,V0199542,10000,14-03-2025,1
CL0007466,C0199543,V0199543,10000,14-03-2025,1
CL0007467,C0199544,V0199544,10000,14-03-2025,1
CL0007468,C0199545,V0199545,10000,14-03-2025,1
CL0007469,C0199546,V0199546,10000,14-03-2025,1
CL0007470,C0199547,V0199547,10000,14-03-2025,1
CL0007471,C0199548,V0199548,10000,14-03-2025,1
CL0007472,C0199549,V0199549,10000,14-03-2025,1
CL0007473,C0199550,V0199550,10000,14-03-2025,1
CL0007474,C0199551,V0199551,10000,14-03-2025,1
CL0007475,C0199552,V0199552,10000,14-03-2025,1
CL0007476,C0199553,V0199553,10000,14-03-2025,1
CL0007477,C0199554,V0199554,10000,14-03-2025,1
CL0007478,C0199555,V0199555,10000,14-03-2025,1
CL0007479,C0199556,V0199556,10000,14-03-2025,1
CL0007480,C0199557,V0199557,10000,14-03-2025,1
CL0007481,C0199558,V0199558,10000,14-03-2025,1
CL0007482,C0199559,V0199559,10000,14-03-2025,1
CL0007483,C0199560,V0199560,10000,14-03-2025,1
CL0007484,C0199561,V0199561,10000,14-03-2025,1
CL0007485,C0199562,V0199562,10000,14-03-2025,1
CL0007486,C0199563,V0199563,10000,14-03-2025,1
CL0007487,C0199564,V0199564,10000,14-03-2025,1
CL0007488,C0199565,V0199565,10000,14-03-2025,1
CL0007489,C0199566,V0199566,10000,14-03-2025,1
CL0007490,C0199567,V0199567,10000,14-03-2025,1
CL0007491,C0199568,V0199568,10000,14-03-2025,1
CL0007492,C0199569,V0199569,10000,14-03-2025,1
CL0007493,C0199570,V0199570,10000,14-03-2025,1
CL0007494,C0199571,V0199571,10000,14-03-2025,1
CL0007495,C0199572,V0199572,10000,14-03-2025,1
CL0007496,C0199573,V0199573,10000,14-03-2025,1
CL0007497,C0199574,V0199574,10000,14-03-2025,1
CL0007498,C0199575,V0199575,10000,14-03-2025,1
CL0007499,C0199576,V0199576,10000,14-03-2025,1
CL0007500,C0199577,V0199577,10000,14-03-2025,1
CL0007501,C0199578,V0199578,10000,14-03-2025,1
CL0007502,C0199579,V0199579,10000,14-03-2025,1
CL0007503,C0199580,V0199580,10000,14-03-2025,1
CL0007504,C0199581,V0199581,10000,14-03-2025,1
CL0007505,C0199582,V0199582,10000,14-03-2025,1
CL0007506,C0199583,V0199583,10000,14-03-2025,1
CL0007507,C0199584,V0199584,10000,14-03-2025,1
CL0007508,C0199585,V0199585,10000,14-03-2025,1
CL0007509,C0199586,V0199586,10000,14-03-2025,1
CL0007510,C0199587,V0199587,10000,14-03-2025,1
CL0007511,C0199588,V0199588,10000,14-03-2025,1
CL0007512,C0199589,V0199589,10000,14-03-2025,1
CL0007513,C0199590,V0199590,10000,14-03-2025,1
CL0007514,C0199591,V0199591,10000,14-03-2025,1
CL0007515,C0199592,V0199592,10000,14-03-2025,1
CL0007516,C0199593,V0199593,10000,14-03-2025,1
CL0007517,C0199594,V0199594,10000,14-03-2025,1
CL0007518,C0199595,V0199595,10000,14-03-2025,1
CL0007519,C0199596,V0199596,10000,14-03-2025,1
CL0007520,C0199597,V0199597,10000,14-03-2025,1
CL0007521,C0199598,V0199598,10000,14-03-2025,1
CL0007522,C0199599,V0199599,10000,14-03-2025,1
CL0007523,C0199600,V0199600,10000,14-03-2025,1
CL0007524,C0199601,V0199601,10000,14-03-2025,1
CL0007525,C0199602,V0199602,10000,14-03-2025,1
CL0007526,C0199603,V0199603,10000,14-03-2025,1
CL0007527,C0199604,V0199604,10000,14-03-2025,1
CL0007528,C0199605,V0199605,10000,14-03-2025,1
CL0007529,C0199606,V0199606,10000,14-03-2025,1
CL0007530,C0199607,V0199607,10000,14-03-2025,1
CL0007531,C0199608,V0199608,10000,14-03-2025,1
CL0007532,C0199609,V0199609,10000,14-03-2025,1
CL0007533,C0199610,V0199610,10000,14-03-2025,1
CL0007534,C0199611,V0199611,10000,14-03-2025,1
CL0007535,C0199612,V0199612,10000,14-03-2025,1
CL0007536,C0199613,V0199613,10000,14-03-2025,1
CL0007537,C0199614,V0199614,10000,14-03-2025,1
CL0007538,C0199615,V0199615,10000,14-03-2025,1
CL0007539,C0199616,V0199616,10000,14-03-2025,1
CL0007540,C0199617,V0199617,10000,14-03-2025,1
CL0007541,C0199618,V0199618,10000,14-03-2025,1
CL0007542,C0199619,V0199619,10000,14-03-2025,1
CL0007543,C0199620,V0199620,10000,14-03-2025,1
CL0007544,C0199621,V0199621,10000,14-03-2025,1
CL0007545,C0199622,V0199622,10000,14-03-2025,1
CL0007546,C0199623,V0199623,10000,14-03-2025,1
CL0007547,C0199624,V0199624,10000,14-03-2025,1
CL0007548,C0200007,V0200007,10000,14-03-2025,1
CL0007549,C0200008,V0200008,10000,14-03-2025,1
CL0007550,C0200009,V0200009,10000,14-03-2025,1
CL0007551,C0200010,V0200010,10000,14-03-2025,1
CL0007552,C0200011,V0200011,10000,14-03-2025,1
CL0007553,C0200012,V0200012,10000,14-03-2025,1
CL0007554,C0200013,V0200013,10000,14-03-2025,1
CL0007555,C0200014,V0200014,10000,14-03-2025,1
CL0007556,C0200015,V0200015,10000,14-03-2025,1
CL0007557,C0200016,V0200016,10000,14-03-2025,1
CL0007558,C0200017,V0200017,10000,14-03-2025,1
CL0007559,C0200018,V0200018,10000,14-03-2025,1
CL0007560,C0200019,V0200019,10000,14-03-2025,1
CL0007561,C0200020,V0200020,10000,14-03-2025,1
CL0007562,C0200021,V0200021,10000,14-03-2025,1
CL0007563,C0200022,V0200022,10000,14-03-2025,1
CL0007564,C0200023,V0200023,10000,14-03-2025,1
CL0007565,C0200024,V0200024,10000,14-03-2025,1
CL0007566,C0200025,V0200025,10000,14-03-2025,1
CL0007567,C0200026,V0200026,10000,14-03-2025,1
CL0007568,C0200027,V0200027,10000,14-03-2025,1
CL0007569,C0200028,V0200028,10000,14-03-2025,1
CL0007570,C0200029,V0200029,10000,14-03-2025,1
CL0007571,C0200030,V0200030,10000,14-03-2025,1
CL0007572,C0200031,V0200031,10000,14-03-2025,1
CL0007573,C0200032,V0200032,10000,14-03-2025,1
CL0007574,C0200033,V0200033,10000,14-03-2025,1
CL0007575,C0200034,V0200034,10000,14-03-2025,1
CL0007576,C0200035,V0200035,10000,14-03-2025,1
CL0007577,C0200036,V0200036,10000,14-03-2025,1
CL0007578,C0200037,V0200037,10000,14-03-2025,1
CL0007579,C0200038,V0200038,10000,14-03-2025,1
CL0007580,C0200039,V0200039,10000,14-03-2025,1
CL0007581,C0200040,V0200040,10000,14-03-2025,1
CL0007582,C0200041,V0200041,10000,14-03-2025,1
CL0007583,C0200042,V0200042,10000,14-03-2025,1
CL0007584,C0200043,V0200043,10000,14-03-2025,1
CL0007585,C0200044,V0200044,10000,14-03-2025,1
CL0007586,C0200045,V0200045,10000,14-03-2025,1
CL0007587,C0200046,V0200046,10000,14-03-2025,1
CL0007588,C0200047,V0200047,10000,14-03-2025,1
CL0007589,C0200048,V0200048,10000,14-03-2025,1
CL0007590,C0200049,V0200049,10000,14-03-2025,1
CL0007591,C0200050,V0200050,10000,14-03-2025,1
CL0007592,C0200051,V0200051,10000,14-03-2025,1
CL0007593,C0200052,V0200052,10000,14-03-2025,1
CL0007594,C0200053,V0200053,10000,14-03-2025,1
CL0007595,C0200054,V0200054,10000,14-03-2025,1
CL0007596,C0200055,V0200055,10000,14-03-2025,1
CL0007597,C0200056,V0200056,10000,14-03-2025,1
CL0007598,C0200057,V0200057,10000,14-03-2025,1
CL0007599,C0200058,V0200058,10000,14-03-2025,1
CL0007600,C0200059,V0200059,10000,14-03-2025,1
CL0007601,C0200060,V0200060,10000,14-03-2025,1
CL0007602,C0200061,V0200061,10000,14-03-2025,1
CL0007603,C0200062,V0200062,10000,14-03-2025,1
CL0007604,C0200063,V0200063,10000,14-03-2025,1
CL0007605,C0200064,V0200064,10000,14-03-2025,1
CL0007606,C0200065,V0200065,10000,14-03-2025,1
CL0007607,C0200066,V0200066,10000,14-03-2025,1
CL0007608,C0200067,V0200067,10000,14-03-2025,1
CL0007609,C0200068,V0200068,10000,14-03-2025,1
CL0007610,C0200069,V0200069,10000,14-03-2025,1
CL0007611,C0200070,V0200070,10000,14-03-2025,1
CL0007612,C0200071,V0200071,10000,14-03-2025,1
CL0007613,C0200072,V0200072,10000,14-03-2025,1
CL0007614,C0200073,V0200073,10000,14-03-2025,1
CL0007615,C0200074,V0200074,10000,14-03-2025,1
CL0007616,C0200075,V0200075,10000,14-03-2025,1
CL0007617,C0200076,V0200076,10000,14-03-2025,1
CL0007618,C0200077,V0200077,10000,14-03-2025,1
CL0007619,C0200078,V0200078,10000,14-03-2025,1
CL0007620,C0200079,V0200079,10000,14-03-2025,1
CL0007621,C0200080,V0200080,10000,14-03-2025,1
CL0007622,C0200081,V0200081,10000,14-03-2025,1
CL0007623,C0200082,V0200082,10000,14-03-2025,1
CL0007624,C0200083,V0200083,10000,14-03-2025,1
CL0007625,C0200084,V0200084,10000,14-03-2025,1
CL0007626,C0200085,V0200085,10000,14-03-2025,1
CL0007627,C0200086,V0200086,10000,14-03-2025,1
CL0007628,C0200087,V0200087,10000,14-03-2025,1
CL0007629,C0200088,V0200088,10000,14-03-2025,1
CL0007630,C0200089,V0200089,10000,14-03-2025,1
CL0007631,C0200090,V0200090,10000,14-03-2025,1
CL0007632,C0200091,V0200091,10000,14-03-2025,1
CL0007633,C0200092,V0200092,10000,14-03-2025,1
CL0007634,C0200093,V0200093,10000,14-03-2025,1
CL0007635,C0200094,V0200094,10000,14-03-2025,1
CL0007636,C0200095,V0200095,10000,14-03-2025,1
CL0007637,C0200096,V0200096,10000,14-03-2025,1
CL0007638,C0200097,V0200097,10000,14-03-2025,1
CL0007639,C0200098,V0200098,10000,14-03-2025,1
CL0007640,C0200099,V0200099,10000,14-03-2025,1
CL0007641,C0200100,V0200100,10000,14-03-2025,1
CL0007642,C0200101,V0200101,10000,14-03-2025,1
CL0007643,C0200102,V0200102,10000,14-03-2025,1
CL0007644,C0200103,V0200103,10000,14-03-2025,1
CL0007645,C0200104,V0200104,10000,14-03-2025,1
CL0007646,C0200105,V0200105,10000,14-03-2025,1
CL0007647,C0200106,V0200106,10000,14-03-2025,1
CL0007648,C0200107,V0200107,10000,14-03-2025,1
CL0007649,C0200108,V0200108,10000,14-03-2025,1
CL0007650,C0200109,V0200109,10000,14-03-2025,1
CL0007651,C0200110,V0200110,10000,14-03-2025,1
CL0007652,C0200111,V0200111,10000,14-03-2025,1
CL0007653,C0200112,V0200112,10000,14-03-2025,1
CL0007654,C0200113,V0200113,10000,14-03-2025,1
CL0007655,C0200114,V0200114,10000,14-03-2025,1
CL0007656,C0200115,V0200115,10000,14-03-2025,1
CL0007657,C0200116,V0200116,10000,14-03-2025,1
CL0007658,C0200117,V0200117,10000,14-03-2025,1
CL0007659,C0200118,V0200118,10000,14-03-2025,1
CL0007660,C0200119,V0200119,10000,14-03-2025,1
CL0007661,C0200120,V0200120,10000,14-03-2025,1
CL0007662,C0200121,V0200121,10000,14-03-2025,1
CL0007663,C0200122,V0200122,10000,14-03-2025,1
CL0007664,C0200123,V0200123,10000,14-03-2025,1
CL0007665,C0200124,V0200124,10000,14-03-2025,1
CL0007666,C0200125,V0200125,10000,14-03-2025,1
CL0007667,C0200126,V0200126,10000,14-03-2025,1
CL0007668,C0200127,V0200127,10000,14-03-2025,1
CL0007669,C0200128,V0200128,10000,14-03-2025,1
CL0007670,C0200129,V0200129,10000,14-03-2025,1
CL0007671,C0200130,V0200130,10000,14-03-2025,1
CL0007672,C0200131,V0200131,10000,14-03-2025,1
CL0007673,C0200132,V0200132,10000,14-03-2025,1
CL0007674,C0200133,V0200133,10000,14-03-2025,1
CL0007675,C0200134,V0200134,10000,14-03-2025,1
CL0007676,C0200135,V0200135,10000,14-03-2025,1
CL0007677,C0200136,V0200136,10000,14-03-2025,1
CL0007678,C0200137,V0200137,10000,14-03-2025,1
CL0007679,C0200138,V0200138,10000,14-03-2025,1
CL0007680,C0200139,V0200139,10000,14-03-2025,1
CL0007681,C0200140,V0200140,10000,14-03-2025,1
CL0007682,C0200141,V0200141,10000,14-03-2025,1
CL0007683,C0200142,V0200142,10000,14-03-2025,1
CL0007684,C0200143,V0200143,10000,14-03-2025,1
CL0007685,C0200144,V0200144,10000,14-03-2025,1
CL0007686,C0200145,V0200145,10000,14-03-2025,1
CL0007687,C0200146,V0200146,10000,14-03-2025,1
CL0007688,C0200147,V0200147,10000,14-03-2025,1
CL0007689,C0200148,V0200148,10000,14-03-2025,1
CL0007690,C0200149,V0200149,10000,14-03-2025,1
CL0007691,C0200150,V0200150,10000,14-03-2025,1
CL0007692,C0200151,V0200151,10000,14-03-2025,1
CL0007693,C0200152,V0200152,10000,14-03-2025,1
CL0007694,C0200153,V0200153,10000,14-03-2025,1
CL0007695,C0200154,V0200154,10000,14-03-2025,1
CL0007696,C0200155,V0200155,10000,14-03-2025,1
CL0007697,C0200156,V0200156,10000,14-03-2025,1
CL0007698,C0200157,V0200157,10000,14-03-2025,1
CL0007699,C0200158,V0200158,10000,14-03-2025,1
CL0007700,C0200159,V0200159,10000,14-03-2025,1
CL0007701,C0200160,V0200160,10000,14-03-2025,1
CL0007702,C0200161,V0200161,10000,14-03-2025,1
CL0007703,C0200162,V0200162,10000,14-03-2025,1
CL0007704,C0200163,V0200163,10000,14-03-2025,1
CL0007705,C0200164,V0200164,10000,14-03-2025,1
CL0007706,C0200165,V0200165,10000,14-03-2025,1
CL0007707,C0200166,V0200166,10000,14-03-2025,1
CL0007708,C0200167,V0200167,10000,14-03-2025,1
CL0007709,C0200168,V0200168,10000,14-03-2025,1
CL0007710,C0200169,V0200169,10000,14-03-2025,1
CL0007711,C0200170,V0200170,10000,14-03-2025,1
CL0007712,C0200171,V0200171,10000,14-03-2025,1
CL0007713,C0200172,V0200172,10000,14-03-2025,1
CL0007714,C0200173,V0200173,10000,14-03-2025,1
CL0007715,C0200174,V0200174,10000,14-03-2025,1
CL0007716,C0200175,V0200175,10000,14-03-2025,1
CL0007717,C0200176,V0200176,10000,14-03-2025,1
CL0007718,C0200177,V0200177,10000,14-03-2025,1
CL0007719,C0200178,V0200178,10000,14-03-2025,1
CL0007720,C0200179,V0200179,10000,14-03-2025,1
CL0007721,C0200180,V0200180,10000,14-03-2025,1
CL0007722,C0200181,V0200181,10000,14-03-2025,1
CL0007723,C0200182,V0200182,10000,14-03-2025,1
CL0007724,C0200183,V0200183,10000,14-03-2025,1
CL0007725,C0200184,V0200184,10000,14-03-2025,1
CL0007726,C0200185,V0200185,10000,14-03-2025,1
CL0007727,C0200186,V0200186,10000,14-03-2025,1
CL0007728,C0200187,V0200187,10000,14-03-2025,1
CL0007729,C0200188,V0200188,10000,14-03-2025,1
CL0007730,C0200189,V0200189,10000,14-03-2025,1
CL0007731,C0200190,V0200190,10000,14-03-2025,1
CL0007732,C0200191,V0200191,10000,14-03-2025,1
CL0007733,C0200192,V0200192,10000,14-03-2025,1
CL0007734,C0200193,V0200193,10000,14-03-2025,1
CL0007735,C0200194,V0200194,10000,14-03-2025,1
CL0007736,C0200195,V0200195,10000,14-03-2025,1
CL0007737,C0200196,V0200196,10000,14-03-2025,1
CL0007738,C0200197,V0200197,10000,14-03-2025,1
CL0007739,C0200198,V0200198,10000,14-03-2025,1
CL0007740,C0200199,V0200199,10000,14-03-2025,1
CL0007741,C0200200,V0200200,10000,14-03-2025,1
CL0007742,C0200201,V0200201,10000,14-03-2025,1
CL0007743,C0200202,V0200202,10000,14-03-2025,1
CL0007744,C0200203,V0200203,10000,14-03-2025,1
CL0007745,C0200204,V0200204,10000,14-03-2025,1
CL0007746,C0200205,V0200205,10000,14-03-2025,1
CL0007747,C0200206,V0200206,10000,14-03-2025,1
CL0007748,C0200207,V0200207,10000,14-03-2025,1
CL0007749,C0200208,V0200208,10000,14-03-2025,1
CL0007750,C0200209,V0200209,10000,14-03-2025,1
CL0007751,C0200210,V0200210,10000,14-03-2025,1
CL0007752,C0200211,V0200211,10000,14-03-2025,1
CL0007753,C0200212,V0200212,10000,14-03-2025,1
CL0007754,C0200213,V0200213,10000,14-03-2025,1
CL0007755,C0200214,V0200214,10000,14-03-2025,1
CL0007756,C0200215,V0200215,10000,14-03-2025,1
CL0007757,C0200216,V0200216,10000,14-03-2025,1
CL0007758,C0200217,V0200217,10000,14-03-2025,1
CL0007759,C0200218,V0200218,10000,14-03-2025,1
CL0007760,C0200219,V0200219,10000,14-03-2025,1
CL0007761,C0200220,V0200220,10000,14-03-2025,1
CL0007762,C0200221,V0200221,10000,14-03-2025,1
CL0007763,C0200222,V0200222,10000,14-03-2025,1
CL0007764,C0200223,V0200223,10000,14-03-2025,1
CL0007765,C0200224,V0200224,10000,14-03-2025,1
CL0007766,C0200225,V0200225,10000,14-03-2025,1
CL0007767,C0200226,V0200226,10000,14-03-2025,1
CL0007768,C0200227,V0200227,10000,14-03-2025,1
CL0007769,C0200228,V0200228,10000,14-03-2025,1
CL0007770,C0200229,V0200229,10000,14-03-2025,1
CL0007771,C0200230,V0200230,10000,14-03-2025,1
CL0007772,C0200231,V0200231,10000,14-03-2025,1
CL0007773,C0200232,V0200232,10000,14-03-2025,1
CL0007774,C0200233,V0200233,10000,14-03-2025,1
CL0007775,C0200234,V0200234,10000,14-03-2025,1
CL0007776,C0200235,V0200235,10000,14-03-2025,1
CL0007777,C0200236,V0200236,10000,14-03-2025,1
CL0007778,C0200237,V0200237,10000,14-03-2025,1
CL0007779,C0200238,V0200238,10000,14-03-2025,1
CL0007780,C0200239,V0200239,10000,14-03-2025,1
CL0007781,C0200240,V0200240,10000,14-03-2025,1
CL0007782,C0200241,V0200241,10000,14-03-2025,1
CL0007783,C0200242,V0200242,10000,14-03-2025,1
CL0007784,C0200243,V0200243,10000,14-03-2025,1
CL0007785,C0200244,V0200244,10000,14-03-2025,1
CL0007786,C0200245,V0200245,10000,14-03-2025,1
CL0007787,C0200246,V0200246,10000,14-03-2025,1
CL0007788,C0200247,V0200247,10000,14-03-2025,1
CL0007789,C0200248,V0200248,10000,14-03-2025,1
CL0007790,C0200249,V0200249,10000,14-03-2025,1
CL0007791,C0200250,V0200250,10000,14-03-2025,1
CL0007792,C0200251,V0200251,10000,14-03-2025,1
CL0007793,C0200252,V0200252,10000,14-03-2025,1
CL0007794,C0200826,V0200826,10000,14-03-2025,1
CL0007795,C0200827,V0200827,10000,14-03-2025,1
CL0007796,C0200828,V0200828,10000,14-03-2025,1
CL0007797,C0200829,V0200829,10000,14-03-2025,1
CL0007798,C0200830,V0200830,10000,14-03-2025,1
CL0007799,C0200831,V0200831,10000,14-03-2025,1
CL0007800,C0200832,V0200832,10000,14-03-2025,1
CL0007801,C0200833,V0200833,10000,14-03-2025,1
CL0007802,C0200834,V0200834,10000,14-03-2025,1
CL0007803,C0200835,V0200835,10000,14-03-2025,1
CL0007804,C0200836,V0200836,10000,14-03-2025,1
CL0007805,C0200837,V0200837,10000,14-03-2025,1
CL0007806,C0200838,V0200838,10000,14-03-2025,1
CL0007807,C0200839,V0200839,10000,14-03-2025,1
CL0007808,C0200840,V0200840,10000,14-03-2025,1
CL0007809,C0200841,V0200841,10000,14-03-2025,1
CL0007810,C0200842,V0200842,10000,14-03-2025,1
CL0007811,C0200843,V0200843,10000,14-03-2025,1
CL0007812,C0200844,V0200844,10000,14-03-2025,1
CL0007813,C0200845,V0200845,10000,14-03-2025,1
CL0007814,C0200846,V0200846,10000,14-03-2025,1
CL0007815,C0200847,V0200847,10000,14-03-2025,1
CL0007816,C0200848,V0200848,10000,14-03-2025,1
CL0007817,C0200849,V0200849,10000,14-03-2025,1
CL0007818,C0200850,V0200850,10000,14-03-2025,1
CL0007819,C0200851,V0200851,10000,14-03-2025,1
CL0007820,C0200852,V0200852,10000,14-03-2025,1
CL0007821,C0200853,V0200853,10000,14-03-2025,1
CL0007822,C0200854,V0200854,10000,14-03-2025,1
CL0007823,C0200855,V0200855,10000,14-03-2025,1
CL0007824,C0200856,V0200856,10000,14-03-2025,1
CL0007825,C0200857,V0200857,10000,14-03-2025,1
CL0007826,C0200858,V0200858,10000,14-03-2025,1
CL0007827,C0200859,V0200859,10000,14-03-2025,1
CL0007828,C0200860,V0200860,10000,14-03-2025,1
CL0007829,C0200861,V0200861,10000,14-03-2025,1
CL0007830,C0200862,V0200862,10000,14-03-2025,1
CL0007831,C0200863,V0200863,10000,14-03-2025,1
CL0007832,C0200864,V0200864,10000,14-03-2025,1
